mediaID,publicURL,scientificName,observationCount,speciesCount
aeaeb559fc3e40e3fcda097c41ffa8d5,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0129.JPG,Anas platyrhynchos,1,2
e1f39cae9fd6f22ece4f032f5b6063eb,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0135.JPG,,3,1
e1f39cae9fd6f22ece4f032f5b6063eb,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0135.JPG,Anas platyrhynchos,1,2
85b9f09e6f517d4e2cbdf1001f8ba094,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0137.JPG,,3,1
85b9f09e6f517d4e2cbdf1001f8ba094,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0137.JPG,Anas platyrhynchos,1,2
60d41330ba78a3f3dc18e6d87723d047,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0143.JPG,Branta canadensis,2,1
b6318f3deca7e11ff60ef70da812c835,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0145.JPG,Canis familiaris,1,1
b6318f3deca7e11ff60ef70da812c835,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0145.JPG,Canis,1,1
b6318f3deca7e11ff60ef70da812c835,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0145.JPG,,2,1
5c167382bf6458a6e6856f6fa80ce2f6,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0147.JPG,Canis familiaris,1,1
5c167382bf6458a6e6856f6fa80ce2f6,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0147.JPG,Canis,1,1
39485ace5a92edcaa7c8a8f0a82f734a,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0149.JPG,Canis familiaris,1,1
39485ace5a92edcaa7c8a8f0a82f734a,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0149.JPG,Canis,1,1
39485ace5a92edcaa7c8a8f0a82f734a,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0149.JPG,,2,1
c580a86083bbe0f96c25ce8422c9bed4,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0162.JPG,Canis familiaris,1,1
c580a86083bbe0f96c25ce8422c9bed4,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0162.JPG,Anas platyrhynchos,1,1
c580a86083bbe0f96c25ce8422c9bed4,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0162.JPG,Canis,1,1
c580a86083bbe0f96c25ce8422c9bed4,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0162.JPG,,2,1
00f357f17168f70cf929ad29d98c4610,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0164.JPG,Canis familiaris,2,1
00f357f17168f70cf929ad29d98c4610,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0164.JPG,Canis,1,1
00f357f17168f70cf929ad29d98c4610,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0164.JPG,,3,1
add238e97e50078a227b14acdd3d6716,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0166.JPG,,3,1
add238e97e50078a227b14acdd3d6716,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0166.JPG,Canis familiaris,1,1
f8693c18d8984a49b9953f716978b264,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0168.JPG,,3,1
f8693c18d8984a49b9953f716978b264,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0168.JPG,Canis familiaris,1,1
c310831e52dc3a329ea0137c66456138,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0170.JPG,,3,1
c310831e52dc3a329ea0137c66456138,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0170.JPG,Canis familiaris,1,1
5d44b663d1e1de3b343df1eb9e69072e,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0172.JPG,Canis familiaris,2,1
5d44b663d1e1de3b343df1eb9e69072e,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0172.JPG,Canis,1,1
5d44b663d1e1de3b343df1eb9e69072e,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0172.JPG,,3,1
50e0585deb74738542faa31628709cfd,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0174.JPG,Canis familiaris,2,1
50e0585deb74738542faa31628709cfd,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0174.JPG,Canis,1,1
50e0585deb74738542faa31628709cfd,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0174.JPG,,3,1
6e27f2e795b47a2690430fb4eb9f2b59,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0181.JPG,Canis familiaris,2,1
6e27f2e795b47a2690430fb4eb9f2b59,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0181.JPG,Canis,1,1
6e27f2e795b47a2690430fb4eb9f2b59,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0181.JPG,Anas platyrhynchos,1,4
6e27f2e795b47a2690430fb4eb9f2b59,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0181.JPG,,3,1
6e27f2e795b47a2690430fb4eb9f2b59,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0181.JPG,,1,1
919ed29381e48f0f41c1434234d3e73e,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0183.JPG,Canis familiaris,2,1
919ed29381e48f0f41c1434234d3e73e,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0183.JPG,Canis,1,1
919ed29381e48f0f41c1434234d3e73e,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0183.JPG,,4,1
2ae452dab9a32da600bcb39e3261e9f8,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0195.JPG,,4,1
2ae452dab9a32da600bcb39e3261e9f8,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0195.JPG,Branta canadensis,1,1
d0c04ffac3fb5311fc9f9812b5bdf14d,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0197.JPG,Canis familiaris,1,1
d0c04ffac3fb5311fc9f9812b5bdf14d,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0197.JPG,Canis,1,2
d0c04ffac3fb5311fc9f9812b5bdf14d,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0197.JPG,,3,1
a03c2f3cb31eae1339c252a29cf2a32b,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0199.JPG,Canis familiaris,1,1
a03c2f3cb31eae1339c252a29cf2a32b,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0199.JPG,Canis,1,2
a03c2f3cb31eae1339c252a29cf2a32b,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0199.JPG,,3,1
c150302a8c6673e9610d2a4f7dbe8421,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0203.JPG,,3,1
c150302a8c6673e9610d2a4f7dbe8421,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0203.JPG,Anas platyrhynchos,1,5
e3e9edfc0353f382d772d21ed29b4277,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0208.JPG,,3,1
e3e9edfc0353f382d772d21ed29b4277,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0208.JPG,Anas platyrhynchos,1,2
bdaffee9271178b8eaf2cc34d3b3a01a,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0218.JPG,Canis familiaris,1,2
bdaffee9271178b8eaf2cc34d3b3a01a,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0218.JPG,Canis,1,1
bdaffee9271178b8eaf2cc34d3b3a01a,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0218.JPG,,2,1
60a6e49ca835395872b123e240a4ba82,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0220.JPG,Canis familiaris,1,1
60a6e49ca835395872b123e240a4ba82,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0220.JPG,Canis,1,1
60a6e49ca835395872b123e240a4ba82,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0220.JPG,Canis familiaris,1,2
60a6e49ca835395872b123e240a4ba82,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0220.JPG,,3,1
3cbab697cbb9977946edf489132034f6,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0222.JPG,Canis familiaris,3,1
3cbab697cbb9977946edf489132034f6,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0222.JPG,Canis,1,1
3cbab697cbb9977946edf489132034f6,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0222.JPG,,4,1
ed1e4eba47b5e56a8615a5dbe3abb8fc,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0224.JPG,Canis,1,1
ed1e4eba47b5e56a8615a5dbe3abb8fc,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0224.JPG,Canis familiaris,1,1
ed1e4eba47b5e56a8615a5dbe3abb8fc,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0224.JPG,,2,1
c72e2dc0abefad9c3a858db1ec91bd09,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0287.JPG,,5,1
c72e2dc0abefad9c3a858db1ec91bd09,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0287.JPG,Ondatra zibethicus,1,1
83f1818925f654b0f735ae92c1bd8b22,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0289.JPG,Ondatra zibethicus,3,1
83f1818925f654b0f735ae92c1bd8b22,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0289.JPG,Castor canadensis,3,1
bf2a9f48b60b9c7f507a5f58531f8f20,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0291.JPG,Ondatra zibethicus,3,1
bf2a9f48b60b9c7f507a5f58531f8f20,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0291.JPG,Castor canadensis,3,1
5c903383a882695b8c6e5924005d3fbd,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0293.JPG,Ondatra zibethicus,3,1
5c903383a882695b8c6e5924005d3fbd,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0293.JPG,Castor canadensis,2,1
5c903383a882695b8c6e5924005d3fbd,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-01-31_LearningPlatformBeaver/DCIM/100MEDIA/SYFW0293.JPG,,1,1
5de61f0e98d07222c48ea050aef1675b,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1286.JPG,Anas platyrhynchos,2,2
f049f4a0a38c55c46f3b5ea1ec8d26b1,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1287.JPG,Anas platyrhynchos,1,2
db6ac946a653eed588a10c0892ec80a0,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1288.JPG,Anas platyrhynchos,2,2
dd18ea89a3c282685b1bf10087aa997d,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1290.JPG,Anas platyrhynchos,1,2
904453d42f44cb5bc0c51f155228e47d,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1291.JPG,Anas platyrhynchos,2,2
f57dadeb4850772d7f2677e7b494ac24,https://urbanriverrangers.s3.amazonaws.com/images/2024/2024-02-01_16-41-42/DCIM/100SYCAM/SYEW1292.JPG,Anas platyrhynchos,2,2
