,appid,name,review,timestamp_created,voted_up,votes_up,votes_funny,weighted_vote_score
20,730,Counter-Strike: Global Offensive,nu poxui poxui,1752404067,True,1,0,0.523809552192687988
21,730,Counter-Strike: Global Offensive,very good game better than Valorant,1752403912,True,1,0,0.523809552192687988
22,730,Counter-Strike: Global Offensive,"1. get into comp
2. team full of russians
3. enemy team full of russians
4. can't understand coms
5. end up in argument with everyone in match
6. kill my entire team - hate russians
7. get banned

i hate this game",1752401398,False,1,0,0.523809552192687988
23,730,Counter-Strike: Global Offensive,full of cheaters .sucks,1752398657,False,1,0,0.523809552192687988
24,730,Counter-Strike: Global Offensive,Really good game,1752395011,True,1,0,0.523809552192687988
25,730,Counter-Strike: Global Offensive,"This game is an absolute downgrade from CSGO. Peeker's advantage in this game is atrocious. 
ALSO:
VAC means Valve Allows Cheaters
",1752386791,False,1,0,0.52173912525177002
26,730,Counter-Strike: Global Offensive,Love the game to death but its overridden with cheaters and caused my major crippling gambling addiction love the game and the gunplay and the cases but man this game is like a ex girlfriend some people would say you hate it for what feels like forever but you keep going back except i aint going back bc ive moved on lmfao,1752384336,False,1,0,0.523809552192687988
27,730,Counter-Strike: Global Offensive,i choose CS ， not CS2.,1752383380,False,1,0,0.523809552192687988
28,730,Counter-Strike: Global Offensive,"wow!
",1752382233,True,1,0,0.523809552192687988
29,730,Counter-Strike: Global Offensive,shity,1752382026,False,1,0,0.523809552192687988
30,730,Counter-Strike: Global Offensive,better than val,1752378616,True,1,0,0.523809552192687988
31,730,Counter-Strike: Global Offensive,Nice game,1752378050,True,1,0,0.523809552192687988
32,730,Counter-Strike: Global Offensive,do silly jumps and get yelled at by russians,1752374276,False,1,0,0.523809552192687988
33,730,Counter-Strike: Global Offensive,Full of cheaters but sometimes fun.,1752373262,True,1,0,0.523809552192687988
34,730,Counter-Strike: Global Offensive,Best FPS ever,1752367466,True,1,0,0.523809552192687988
35,730,Counter-Strike: Global Offensive,green game!,1752364590,True,1,0,0.523809552192687988
36,730,Counter-Strike: Global Offensive,Cannot play with full of cheaters,1752364367,False,1,0,0.523809552192687988
37,730,Counter-Strike: Global Offensive,cool. but i miss csgo by a lot. nice shine effects on skins btw,1752363844,True,1,0,0.523809552192687988
38,730,Counter-Strike: Global Offensive,NICE GAME,1752363210,True,1,0,0.523809552192687988
39,730,Counter-Strike: Global Offensive,"Good game
",1752362824,True,1,0,0.523809552192687988
40,730,Counter-Strike: Global Offensive,güzel oyun premier yoldas fena sarıyor,1752362259,True,1,0,0.523809552192687988
41,730,Counter-Strike: Global Offensive,Xantares peek,1752362174,True,1,0,0.523809552192687988
42,730,Counter-Strike: Global Offensive,cs1better!,1752358685,True,1,0,0.523809552192687988
43,730,Counter-Strike: Global Offensive,"Great game, but I don't understand how there is still so much cheaters in it and so much russians on eu severs. (I think Russia should be banned from playing CS2 or completely from steam because of the political situation rn...)",1752357361,True,1,0,0.523809552192687988
44,730,Counter-Strike: Global Offensive,Great game bests game i have played in awhile def better  than call of duty,1752354746,True,1,0,0.523809552192687988
45,730,Counter-Strike: Global Offensive,https://steamcommunity.com/id/ropzkah/inventory/#730_2_27098186169,1752354662,True,1,0,0.523809552192687988
46,730,Counter-Strike: Global Offensive,FIX YOUR NET JITTERY GAME,1752354343,False,1,1,0.523809552192687988
47,730,Counter-Strike: Global Offensive,Please fix the game its really broken atm,1752350979,False,1,0,0.523809552192687988
48,730,Counter-Strike: Global Offensive,do u know what this game trash,1752349450,False,1,0,0.523809552192687988
49,730,Counter-Strike: Global Offensive,e,1752347302,True,1,0,0.523809552192687988
50,730,Counter-Strike: Global Offensive,.,1752346217,True,1,0,0.523809552192687988
51,730,Counter-Strike: Global Offensive,this game is good to play and when you play you get fun that i play more,1752342115,True,1,0,0.523809552192687988
52,730,Counter-Strike: Global Offensive,Full of cheaters,1752341759,True,1,0,0.523809552192687988
53,730,Counter-Strike: Global Offensive,Lurn game,1752340874,False,1,0,0.523809552192687988
54,730,Counter-Strike: Global Offensive,"Way too many cheaters.
Steep learning curve.
Toxic community.

But when you get headshots it's pretty fun.",1752340073,False,3,0,0.528985500335693359
55,730,Counter-Strike: Global Offensive,"Cheating issue, animation delays, peeker's advantage, economy issues, SMGs being too powerful while moving regardless of distance, etc. are making us tired of CS2. Also, the game is being fixed very slowly as if there are no problems. CS:GO wasn't perfect either, but CS2 is terrible compared to GO. Until CS2 is better than GO, the option ""I don't recommend this game"" will be checked.",1752339267,False,1,0,0.523809552192687988
56,730,Counter-Strike: Global Offensive,Good Gamm,1752337209,True,1,0,0.523809552192687988
57,730,Counter-Strike: Global Offensive,Trash Game,1752333184,True,1,0,0.523809552192687988
58,730,Counter-Strike: Global Offensive,gggs,1752333005,True,1,0,0.523809552192687988
59,730,Counter-Strike: Global Offensive,not bad,1752332674,True,1,0,0.523809552192687988
60,730,Counter-Strike: Global Offensive,10/10,1752332524,True,1,0,0.523809552192687988
61,730,Counter-Strike: Global Offensive,perfect game to lose your mind to,1752328857,True,1,0,0.523809552192687988
62,730,Counter-Strike: Global Offensive,gigachad,1752328339,True,1,0,0.523809552192687988
63,730,Counter-Strike: Global Offensive,"melhor jogo, meu cerebro adquiriu sequelas permanentes devido a exposicao elevada a este fps",1752327916,True,1,0,0.523809552192687988
64,730,Counter-Strike: Global Offensive,(y),1752324057,True,1,0,0.523809552192687988
65,730,Counter-Strike: Global Offensive,Gg,1752323881,True,1,0,0.523809552192687988
66,730,Counter-Strike: Global Offensive,russian ahead,1752320766,True,1,0,0.523809552192687988
67,730,Counter-Strike: Global Offensive,"good game but there is too many cheaters now , they need to improve the anti cheat , also they need to do more operation and messions it will be great then , i like the game but since it has so many flows for now i m giving it a thumb down until i see anti cheat better",1752320461,False,1,0,0.523809552192687988
68,730,Counter-Strike: Global Offensive,Fantastic game with amazing graphics and perfect gunplay! :),1752319576,True,1,0,0.523809552192687988
69,730,Counter-Strike: Global Offensive,"Я подключил утюг, чайник, холодильник, в один удлинительи имнпут лаг пропал",1752314743,True,1,0,0.523809552192687988
70,730,Counter-Strike: Global Offensive,nice,1752313780,True,1,0,0.523809552192687988
71,730,Counter-Strike: Global Offensive,yaa good game,1752308856,True,1,0,0.523809552192687988
72,730,Counter-Strike: Global Offensive,gg,1752294314,True,1,0,0.523809552192687988
73,730,Counter-Strike: Global Offensive,"Counter-Strike 2 is the long-anticipated sequel to CS:GO , While the core gameplay remains familiar, the improvements in graphics, responsiveness, and overall polish are clear from the moment you jump into a match, nice game 👍",1752292607,True,1,0,0.523809552192687988
74,730,Counter-Strike: Global Offensive,face clicker,1752292106,True,2,0,0.545454561710357666
75,730,Counter-Strike: Global Offensive,"this game is the absolutely most toxic game ever, but as someone into degradation, i love it. i purposely bottom frag every time to get insulted.",1752289823,True,1,0,0.523809552192687988
76,730,Counter-Strike: Global Offensive,"The core of a game lies in its ""competitiveness,"" which refers to the confrontational and competitive nature between players. A game must have clear rules and objectives to allow players to determine the outcome through skill, strategy, and reflexes. However, balance is not a universal solution, and issues in balancing can lead to debates about whether a game qualifies as a competitive one. Fairness is the cornerstone of competitive games, as players can only truly demonstrate their abilities in a fair environment. A notable characteristic of competitive games is the ""unpredictable experience,"" where the outcome is often difficult to foresee, which is both their appeal and their challenge.


游戏的核心在于“竞技性”，即玩家之间的对抗性与竞争性。游戏需要具备明确的规则和目标，让玩家通过技巧、策略和反应能力来决定胜负。然而，平衡性并非万能，在平衡性方面存在较大问题，导致玩家对其是否属于竞技游戏产生争议，公平性是竞技游戏的基石。玩家在公平的环境中才能真正展现自己的实力。竞技类游戏的一个显著特点是“不可控体验”，即游戏结果往往难以预测，这既是其魅力所在，也是其挑战所在。


",1752287553,True,1,0,0.523809552192687988
77,730,Counter-Strike: Global Offensive,gg,1752287288,True,1,0,0.523809552192687988
78,730,Counter-Strike: Global Offensive,GREAT GAME WOULD RECOMMEND TO EVERYONE ESPECIAL IF YOU LIKE LOL,1752287075,True,1,0,0.523809552192687988
79,730,Counter-Strike: Global Offensive,gg,1752284835,True,1,0,0.523809552192687988
80,730,Counter-Strike: Global Offensive,bad game there is no anticheat,1752281137,False,1,0,0.523809552192687988
81,730,Counter-Strike: Global Offensive,no cheaters in game i love u volvo,1752277213,True,1,0,0.523809552192687988
82,730,Counter-Strike: Global Offensive,Its a bullshit game with bullshit developers. Make Balkan servers only so they can fuck them selves over in games. And make shoure that the rest of EU never need to hear another sucka blyet,1752273505,False,1,1,0.520547926425933838
83,730,Counter-Strike: Global Offensive,"very fun blyat
",1752270866,True,1,0,0.523809552192687988
84,730,Counter-Strike: Global Offensive,i like it,1752266880,True,1,0,0.523809552192687988
85,730,Counter-Strike: Global Offensive,Good Game!,1752261596,True,1,0,0.523809552192687988
86,730,Counter-Strike: Global Offensive,terrible,1752257314,True,1,0,0.523809552192687988
87,730,Counter-Strike: Global Offensive,many cheaters,1752254664,False,2,0,0.523809552192687988
88,730,Counter-Strike: Global Offensive,no,1752253312,True,1,0,0.523809552192687988
89,730,Counter-Strike: Global Offensive,0\10,1752253091,False,1,0,0.523809552192687988
